Number,Source file id,Category code,Category,Funtional Category,Demographic category,Situational category,Name,Source file category,Headquarters city,Registration date,registration office,Country,Address,Latitude,Longitude,Geolocation verification
586,PR-OGSIFLUC-2008012024-586,,,,,,"Fundación ICPR Junior College, Inc.",Educación,San Juan,1994-06-15,Departamento de Hacienda,Puerto Rico,"Fundación ICPR Junior College, Inc. San Juan Puerto Rico",18.415157,-66.056941,1
587,PR-OGSIFLUC-2008012024-587,,,,,,Fundación Jesús Saad Nazer Inc.,Economía y Finanzas,San Juan,2014-05-09,Departamento de Hacienda,Puerto Rico,Fundación Jesús Saad Nazer Inc. San Juan Puerto Rico,18.3991891,-66.0249492,1
588,PR-OGSIFLUC-2008012024-588,,,,,,"Fundación Mar de Música, Inc.",Arte y Cultura,San Juan,2012-01-26,Departamento de Hacienda,Puerto Rico,"Fundación Mar de Música, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
589,PR-OGSIFLUC-2008012024-589,,,,,,"Fundación Modesto Gotay Pro Personas con Discapacidad Intelectual y del Desarrollo, Inc.",Bienestar Social,Trujillo Alto,1940-06-28,,Puerto Rico,"Fundación Modesto Gotay Pro Personas con Discapacidad Intelectual y del Desarrollo, Inc. Trujillo Alto Puerto Rico",18.364587,-66.0105427,1
590,PR-OGSIFLUC-2008012024-590,,,,,,Fundación Música y País Inc.,Arte y Cultura,San Juan,1999-08-25,Departamento de Hacienda,Puerto Rico,Fundación Música y País Inc. San Juan Puerto Rico,18.412074,-66.061043,1
591,PR-OGSIFLUC-2008012024-591,,,,,,"Fundación Nacional para la Cultura Popular, Inc.",Arte y Cultura,San Juan,1996-08-01,Departamento de Hacienda,Puerto Rico,"Fundación Nacional para la Cultura Popular, Inc. San Juan Puerto Rico",18.4644206,-66.1179402,1
592,PR-OGSIFLUC-2008012024-592,,,,,,"Fundación para el Estudio y Repaso del Derecho, Inc.",Educación,San Juan,1994-04-14,Departamento de Hacienda,Puerto Rico,"Fundación para el Estudio y Repaso del Derecho, Inc. San Juan Puerto Rico",18.4283376,-66.07251,1
593,PR-OGSIFLUC-2008012024-593,,,,,,"Fundación Pro Becas Educativas Automeca, Inc.",Educación,San Juan,2010-06-24,Departamento de Hacienda,Puerto Rico,"Fundación Pro Becas Educativas Automeca, Inc. San Juan Puerto Rico",18.4048713,-66.1800453,1
594,PR-OGSIFLUC-2008012024-594,,,,,,Fundación Pro Desarrollo Colegio Santa Cruz,Educación,Trujillo Alto,2014-03-31,Departamento de Hacienda,Puerto Rico,Fundación Pro Desarrollo Colegio Santa Cruz Trujillo Alto Puerto Rico,18.3543317,-66.0076316,1
595,PR-OGSIFLUC-2008012024-595,,,,,,"Fundación Pro-Ayuda de Puerto Rico, Inc.",Bienestar Social,Guaynabo,1981-11-21,,Puerto Rico,"Fundación Pro-Ayuda de Puerto Rico, Inc. Guaynabo Puerto Rico",18.3615548,-66.1110682,1
596,PR-OGSIFLUC-2008012024-596,,,,,,"Fundación Pro-Niños Impedidos de Oriente, Inc.",Bienestar Social,Humacao,1988-06-01,,Puerto Rico,"Fundación Pro-Niños Impedidos de Oriente, Inc. Humacao Puerto Rico",18.1529052,-65.8340682,1
597,PR-OGSIFLUC-2008012024-597,,,,,,"Fundación Puertorriqueña de Zarzuela y Opereta, Inc.",Arte y Cultura,San Juan,1973-06-25,Departamento de Hacienda,Puerto Rico,"Fundación Puertorriqueña de Zarzuela y Opereta, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
598,PR-OGSIFLUC-2008012024-598,,,,,,Fundación Trotamundos Inc.,Bienestar Social,Bayamón,2009-01-16,,Puerto Rico,Fundación Trotamundos Inc. Bayamón Puerto Rico,18.389396,-66.1653224,1
599,PR-OGSIFLUC-2008012024-599,,,,,,Fundación Universitaria Iberoamericana,Educación,Arecibo,2005-12-15,Departamento de Hacienda,Puerto Rico,Fundación Universitaria Iberoamericana Arecibo Puerto Rico,18.4370417,-66.6628423,1
600,PR-OGSIFLUC-2008012024-600,,,,,,"Fundación Yo Prefiero Sonreír, Inc.",Arte y Cultura,Caguas,2010-09-21,,Puerto Rico,"Fundación Yo Prefiero Sonreír, Inc. Caguas Puerto Rico",18.2387995,-66.035249,1
601,PR-OGSIFLUC-2008012024-601,,,,,,"G-8 Grupo de las Ocho Comunidades Aledañas al Caño Martín Peña, Inc.",Bienestar Social,San Juan,2004-06-28,Departamento de Hacienda,Puerto Rico,"G-8 Grupo de las Ocho Comunidades Aledañas al Caño Martín Peña, Inc. San Juan Puerto Rico",18.4274971,-66.0567727,1
602,PR-OGSIFLUC-2008012024-602,,,,,,"Gaviotas del Este, Inc.",Bienestar Social,Yabucoa,2008-02-28,Departamento de Hacienda,Puerto Rico,"Gaviotas del Este, Inc. Yabucoa Puerto Rico",18.0505201,-65.8793288,1
603,PR-OGSIFLUC-2008012024-603,,,,,,"Gotitas del Alma, Inc.",Bienestar Social,Bayamón,2012-11-14,Departamento de Hacienda,Puerto Rico,"Gotitas del Alma, Inc. Bayamón Puerto Rico",18.389396,-66.1653224,1
604,PR-OGSIFLUC-2008012024-604,,,,,,"Grameen Puerto Rico, LLC",Economía y Finanzas,San Juan,2013-04-24,Departamento de Hacienda,Puerto Rico,"Grameen Puerto Rico, LLC San Juan Puerto Rico",18.445832,-66.0685491,1
605,PR-OGSIFLUC-2008012024-605,,,,,,Grupo de Apoyo Unidos en Amor Colosenses 2:2,Bienestar Social,Aibonito,2001-07-31,,Puerto Rico,Grupo de Apoyo Unidos en Amor Colosenses 2:2 Aibonito Puerto Rico,18.1395937,-66.2639771,1
606,PR-OGSIFLUC-2008012024-606,,,,,,Grupo de Ornato Los Taladores de Mariana Inc.,Ambiente,Humacao,2007-03-27,Departamento de Hacienda,Puerto Rico,Grupo de Ornato Los Taladores de Mariana Inc. Humacao Puerto Rico,18.1234827,-65.853092,1
607,PR-OGSIFLUC-2008012024-607,,,,,,"Grupo Guayacán, Inc.",Economía y Finanzas,San Juan,1996-06-13,Departamento de Hacienda,Puerto Rico,"Grupo Guayacán, Inc. San Juan Puerto Rico",18.424383,-66.05897,1
608,PR-OGSIFLUC-2008012024-608,,,,,,Grupos de Familia Nar-Anón Inc.,Bienestar Social,Toa Baja,2014-05-09,,Puerto Rico,Grupos de Familia Nar-Anón Inc. Toa Baja Puerto Rico,18.4305854,-66.2248174,1
609,PR-OGSIFLUC-2008012024-609,,,,,,"Guamanique, Inc.",Arte y Cultura,Vega Baja,1995-04-13,Departamento de Hacienda,Puerto Rico,"Guamanique, Inc. Vega Baja Puerto Rico",18.4469223,-66.3973145,1
610,PR-OGSIFLUC-2008012024-610,,,,,,"Guara Bi, Inc.",Bienestar Social,Caguas,2007-12-20,Departamento de Hacienda,Puerto Rico,"Guara Bi, Inc. Caguas Puerto Rico",18.2132209,-66.0148236,1
611,PR-OGSIFLUC-2008012024-611,,,,,,"Guateque, Taller Folklórico de Puerto Rico, Inc.",Arte y Cultura,Corozal,2019-01-24,Departamento de Hacienda,Puerto Rico,"Guateque, Taller Folklórico de Puerto Rico, Inc. Corozal Puerto Rico",18.3182686,-66.2898084,1
612,PR-OGSIFLUC-2008012024-612,,,,,,"Guatu Ma Cu a Borikén, Inc.",Arte y Cultura,Bayamón,2000-09-20,Departamento de Hacienda,Puerto Rico,"Guatu Ma Cu a Borikén, Inc. Bayamón Puerto Rico",18.389396,-66.1653224,1
613,PR-OGSIFLUC-2008012024-613,,,,,,"Guiando Tu Ser, Inc.",Bienestar Social,Las Piedras,2012-11-30,Departamento de Hacienda,Puerto Rico,"Guiando Tu Ser, Inc. Las Piedras Puerto Rico",18.1855753,-65.8736245,1
614,PR-OGSIFLUC-2008012024-614,,,,,,"Habitat for Humanity of Puerto Rico, Inc.",Bienestar Social,San Juan,1994-10-28,,Puerto Rico,"Habitat for Humanity of Puerto Rico, Inc. San Juan Puerto Rico",18.4388347,-66.0618579,1
615,PR-OGSIFLUC-2008012024-615,,,,,,Hacer Inc.,Arte y Cultura,Caguas,2013-10-21,Departamento de Hacienda,Puerto Rico,Hacer Inc. Caguas Puerto Rico,18.2387995,-66.035249,1
616,PR-OGSIFLUC-2008012024-616,,,,,,"Hacienda Renacer de Lares, Inc.",Bienestar Social,Lares,2011-02-24,Departamento de Hacienda,Puerto Rico,"Hacienda Renacer de Lares, Inc. Lares Puerto Rico",18.2940908,-66.8895594,1
617,PR-OGSIFLUC-2008012024-617,,,,,,"Happy Kids Zone, Inc.",Educación,Aguada,2011-07-26,Departamento de Hacienda,Puerto Rico,"Happy Kids Zone, Inc. Aguada Puerto Rico",18.377517,-67.185399,1
618,PR-OGSIFLUC-2008012024-618,,,,,,Heavenly Kids Inc.,Educación,Ponce,2002-12-06,Departamento de Hacienda,Puerto Rico,Heavenly Kids Inc. Ponce Puerto Rico,18.0111085,-66.636261,1
619,PR-OGSIFLUC-2008012024-619,,,,,,"Hermanas Carmelitas Teresa de San José, Inc.",Bienestar Social,Loíza,1991-08-05,Departamento de Hacienda,Puerto Rico,"Hermanas Carmelitas Teresa de San José, Inc. Loíza Puerto Rico",18.4298388,-65.87745,1
620,PR-OGSIFLUC-2008012024-620,,,,,,"Hermanas de los Ancianos Desamparados Hogar Santa Teresa Jornet de Cupey, Inc.",Bienestar Social,San Juan,1972-03-17,,Puerto Rico,"Hermanas de los Ancianos Desamparados Hogar Santa Teresa Jornet de Cupey, Inc. San Juan Puerto Rico",18.3583607,-66.0499086,1
621,PR-OGSIFLUC-2008012024-621,,,,,,"Hogar Abrazo de Amor, Inc.",Bienestar Social,Arecibo,2008-02-11,,Puerto Rico,"Hogar Abrazo de Amor, Inc. Arecibo Puerto Rico",18.4137548,-66.7485701,1
622,PR-OGSIFLUC-2008012024-622,,,,,,"Hogar Albergue de Niños de San Germán, Inc.",Bienestar Social,San German,1990-04-03,,Puerto Rico,"Hogar Albergue de Niños de San Germán, Inc. San German Puerto Rico",18.0812827,-67.0473563,1
623,PR-OGSIFLUC-2008012024-623,,,,,,"Hogar Amparo, Inc.",Bienestar Social,San Juan,2002-06-12,,Puerto Rico,"Hogar Amparo, Inc. San Juan Puerto Rico",18.4454395,-66.0734889,1
624,PR-OGSIFLUC-2008012024-624,,,,,,"Hogar Aurora, Inc.",Bienestar Social,Aibonito,1998-03-02,,Puerto Rico,"Hogar Aurora, Inc. Aibonito Puerto Rico",18.1423328,-66.2615795,1
625,PR-OGSIFLUC-2008012024-625,,,,,,"Hogar Bella Vista Tropical, Inc.",Bienestar Social,Lajas,2002-08-20,,Puerto Rico,"Hogar Bella Vista Tropical, Inc. Lajas Puerto Rico",18.049962,-67.0593449,1
626,PR-OGSIFLUC-2008012024-626,,,,,,Hogar Betzael MC Corp,Bienestar Social,Caguas,2003-05-03,,Puerto Rico,Hogar Betzael MC Corp Caguas Puerto Rico,18.2387995,-66.035249,1
627,PR-OGSIFLUC-2008012024-627,,,,,,Hogar Cedrez Inc.,Bienestar Social,Bayamón,1997-08-01,,Puerto Rico,Hogar Cedrez Inc. Bayamón Puerto Rico,18.389396,-66.1653224,1
628,PR-OGSIFLUC-2008012024-628,,,,,,"Hogar Colinas Verdes, Inc.",Bienestar Social,Camuy,1999-06-30,,Puerto Rico,"Hogar Colinas Verdes, Inc. Camuy Puerto Rico",18.4637359,-66.8676977,1
629,PR-OGSIFLUC-2008012024-629,,,,,,"Hogar Crea Internacional, Inc.",Bienestar Social,Trujillo Alto,1983-06-20,,Puerto Rico,"Hogar Crea Internacional, Inc. Trujillo Alto Puerto Rico",18.3733027,-66.0086175,1
630,PR-OGSIFLUC-2008012024-630,,,,,,"Hogar Crea, Inc.",Bienestar Social,Trujillo Alto,1968-10-23,,Puerto Rico,"Hogar Crea, Inc. Trujillo Alto Puerto Rico",18.3733027,-66.0086175,1
631,PR-OGSIFLUC-2008012024-631,,,,,,"Hogar de Amor y Esperanza San Joaquín y Santa Ana, Inc.",Bienestar Social,Adjuntas,2009-03-04,,Puerto Rico,"Hogar de Amor y Esperanza San Joaquín y Santa Ana, Inc. Adjuntas Puerto Rico",18.1622035,-66.7229533,1
632,PR-OGSIFLUC-2008012024-632,,,,,,"Hogar de Ancianos de Cayey, Inc.",Bienestar Social,Cayey,1963-04-24,,Puerto Rico,"Hogar de Ancianos de Cayey, Inc. Cayey Puerto Rico",18.112208,-66.1675926,1
633,PR-OGSIFLUC-2008012024-633,,,,,,Hogar de Ayuda El Refugio Inc.,Bienestar Social,Guaynabo,1991-10-03,,Puerto Rico,Hogar de Ayuda El Refugio Inc. Guaynabo Puerto Rico,18.4291503,-66.114977,1
634,PR-OGSIFLUC-2008012024-634,,,,,,"Hogar de Envejecientes Betesda, Incorporado",Bienestar Social,Naguabo,1992-08-31,,Puerto Rico,"Hogar de Envejecientes Betesda, Incorporado Naguabo Puerto Rico",18.2114934,-65.7399881,1
635,PR-OGSIFLUC-2008012024-635,,,,,,Hogar de Envejecientes Ciriaco Sancha Inc.,Bienestar Social,Moca,2005-04-12,,Puerto Rico,Hogar de Envejecientes Ciriaco Sancha Inc. Moca Puerto Rico,18.4039659,-67.1328669,1
636,PR-OGSIFLUC-2008012024-636,,,,,,"Hogar de Envejecientes Guayanilla II, Inc.",Bienestar Social,Guayanilla,2001-09-07,,Puerto Rico,"Hogar de Envejecientes Guayanilla II, Inc. Guayanilla Puerto Rico",18.0349793,-66.8067244,1
637,PR-OGSIFLUC-2008012024-637,,,,,,"Hogar de Envejecientes Irma Fé Pol Méndez, Incorporado",Bienestar Social,Lares,1988-12-19,,Puerto Rico,"Hogar de Envejecientes Irma Fé Pol Méndez, Incorporado Lares Puerto Rico",18.2931609,-66.8808938,1
638,PR-OGSIFLUC-2008012024-638,,,,,,"Hogar de Envejecientes Nuevo Amanecer I, Corp.",Bienestar Social,Carolina,2008-10-27,,Puerto Rico,"Hogar de Envejecientes Nuevo Amanecer I, Corp. Carolina Puerto Rico",18.4210382,-65.9720951,1
639,PR-OGSIFLUC-2008012024-639,,,,,,Hope to be Better Inc.,Educación,Isabela,2013-02-05,Departamento de Hacienda,Puerto Rico,Hope to be Better Inc. Isabela Puerto Rico,18.4703856,-67.0242062,1
640,PR-OGSIFLUC-2008012024-640,,,,,,"Humacaeños Unidos por la Música de Ayer y la Cultura (HUMAC), Inc.",Arte y Cultura,Humacao,2006-09-13,Departamento de Hacienda,Puerto Rico,"Humacaeños Unidos por la Música de Ayer y la Cultura (HUMAC), Inc. Humacao Puerto Rico",18.1551337,-65.8203943,1
641,PR-OGSIFLUC-2008012024-641,,,,,,"I Learn to Be!, Inc.",Educación,San Juan,2012-10-19,Departamento de Hacienda,Puerto Rico,"I Learn to Be!, Inc. San Juan Puerto Rico",18.413144,-66.054095,1
642,PR-OGSIFLUC-2008012024-642,,,,,,"IBADA Christian Academy, Inc.",Educación,Hatillo,2004-03-17,Departamento de Hacienda,Puerto Rico,"IBADA Christian Academy, Inc. Hatillo Puerto Rico",18.3636812,-66.8039762,1
643,PR-OGSIFLUC-2008012024-643,,,,,,"ICSB-Puerto Rico & Caribbean, Inc.",Economía y Finanzas,Ponce,1998-04-13,Departamento de Hacienda,Puerto Rico,"ICSB-Puerto Rico & Caribbean, Inc. Ponce Puerto Rico",18.0110768,-66.6140616,1
644,PR-OGSIFLUC-2008012024-644,,,,,,"Igual Que Tú, Inc.",Asuntos Legales,San Juan,2009-12-14,Departamento de Hacienda,Puerto Rico,"Igual Que Tú, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
645,PR-OGSIFLUC-2008012024-645,,,,,,"Impacto Artístico Estudiantil, Inc.",Arte y Cultura,Sabana Grande,1991-11-08,Departamento de Hacienda,Puerto Rico,"Impacto Artístico Estudiantil, Inc. Sabana Grande Puerto Rico",18.0777392,-66.9604549,1
646,PR-OGSIFLUC-2008012024-646,,,,,,"Incubadora Microempresa Bieke, Inc.",Economía y Finanzas,Vieques,2008-08-26,Departamento de Hacienda,Puerto Rico,"Incubadora Microempresa Bieke, Inc. Vieques Puerto Rico",18.1474184,-65.4410488,1
647,PR-OGSIFLUC-2008012024-647,,,,,,"Industry University Research Center, Inc.",Educación,San Juan,1992-12-15,Departamento de Hacienda,Puerto Rico,"Industry University Research Center, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
648,PR-OGSIFLUC-2008012024-648,,,,,,"Information Systems Audit and Control Association, Inc.",Educación,San Juan,2011-09-29,Departamento de Hacienda,Puerto Rico,"Information Systems Audit and Control Association, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
649,PR-OGSIFLUC-2008012024-649,,,,,,"Iniciativa Comunitaria de Investigación, Inc.",Bienestar Social,San Juan,1992-04-23,Departamento de Hacienda,Puerto Rico,"Iniciativa Comunitaria de Investigación, Inc. San Juan Puerto Rico",18.4275862,-66.0559399,1
650,PR-OGSIFLUC-2008012024-650,,,,,,"Iniciativa Tecnológica Centro Oriental, Inc.",Economía y Finanzas,Gurabo,2003-09-04,Departamento de Hacienda,Puerto Rico,"Iniciativa Tecnológica Centro Oriental, Inc. Gurabo Puerto Rico",18.2543987,-65.9729421,1
651,PR-OGSIFLUC-2008012024-651,,,,,,"Initiative for Independent Schooling in Puerto Rico, Inc.",Educación,Aguadilla,2009-02-11,Departamento de Hacienda,Puerto Rico,"Initiative for Independent Schooling in Puerto Rico, Inc. Aguadilla Puerto Rico",18.4274454,-67.1540698,1
652,PR-OGSIFLUC-2008012024-652,,,,,,"Institute for Individual Group and Organizational Development, Inc.",Educación,Guaynabo,1991-12-16,Departamento de Hacienda,Puerto Rico,"Institute for Individual Group and Organizational Development, Inc. Guaynabo Puerto Rico",18.3615548,-66.1110682,1
653,PR-OGSIFLUC-2008012024-653,,,,,,Institute for Socio-Ecological Research (ISER Caribe),Ambiente,Lajas,2019-07-14,,Puerto Rico,Institute for Socio-Ecological Research (ISER Caribe) Lajas Puerto Rico,18.049962,-67.0593449,1
654,PR-OGSIFLUC-2008012024-654,,,,,,"Institute of the Technical and Occupational Careers, Inc.",Educación,San Juan,1995-03-16,Departamento de Hacienda,Puerto Rico,"Institute of the Technical and Occupational Careers, Inc. San Juan Puerto Rico",18.426858,-66.058442,1
655,PR-OGSIFLUC-2008012024-655,,,,,,"Instituto de Adiestramiento Empleo y Vida Independiente, Inc.",Bienestar Social,Bayamón,2002-11-08,Departamento de Hacienda,Puerto Rico,"Instituto de Adiestramiento Empleo y Vida Independiente, Inc. Bayamón Puerto Rico",18.389396,-66.1653224,1
656,PR-OGSIFLUC-2008012024-656,,,,,,"Instituto de Derecho Registral y Notarial de Puerto Rico, Inc.",Educación,San Juan,1971-05-21,Departamento de Hacienda,Puerto Rico,"Instituto de Derecho Registral y Notarial de Puerto Rico, Inc. San Juan Puerto Rico",18.3812211,-66.0694472,1
657,PR-OGSIFLUC-2008012024-657,,,,,,"Instituto de Educación Continuada del Colegio de Trabajadores Sociales de Puerto Rico, Inc.",Educación,San Juan,1985-05-07,Departamento de Hacienda,Puerto Rico,"Instituto de Educación Continuada del Colegio de Trabajadores Sociales de Puerto Rico, Inc. San Juan Puerto Rico",18.395926,-66.0043704,1
658,PR-OGSIFLUC-2008012024-658,,,,,,"Instituto de Educación Práctica del Colegio de Abogados de Puerto Rico, Inc.",Educación,San Juan,1979-03-02,Departamento de Hacienda,Puerto Rico,"Instituto de Educación Práctica del Colegio de Abogados de Puerto Rico, Inc. San Juan Puerto Rico",18.4547985,-66.0821511,1
659,PR-OGSIFLUC-2008012024-659,,,,,,"Instituto de Educación y Tecnología, Inc.",Educación,San Juan,2009-05-04,Departamento de Hacienda,Puerto Rico,"Instituto de Educación y Tecnología, Inc. San Juan Puerto Rico",18.4038683,-66.0562757,1
660,PR-OGSIFLUC-2008012024-660,,,,,,"Instituto de Educación, Investigación y Desarrollo Apicola de PR",Educación,Arecibo,1997-05-23,Departamento de Hacienda,Puerto Rico,"Instituto de Educación, Investigación y Desarrollo Apicola de PR Arecibo Puerto Rico",18.444247,-66.6464068,1
661,PR-OGSIFLUC-2008012024-661,,,,,,"Instituto de Evaluadores de Puerto Rico, Inc.",Educación,San Juan,1956-11-26,Departamento de Hacienda,Puerto Rico,"Instituto de Evaluadores de Puerto Rico, Inc. San Juan Puerto Rico",18.4153249,-66.0636352,1
662,PR-OGSIFLUC-2008012024-662,,,,,,"Instituto de Formación Literaria, Inc.",Educación,San Juan,2008-05-06,Departamento de Hacienda,Puerto Rico,"Instituto de Formación Literaria, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
663,PR-OGSIFLUC-2008012024-663,,,,,,Instituto de Modelo de Enseñanza Individualizada Inc.,Educación,San Juan,1981-07-24,Departamento de Hacienda,Puerto Rico,Instituto de Modelo de Enseñanza Individualizada Inc. San Juan Puerto Rico,18.396923,-66.045381,1
664,PR-OGSIFLUC-2008012024-664,,,,,,"Instituto de Permacultura de Puerto Rico, Inc.",Educación,Barceloneta,2007-05-30,Departamento de Hacienda,Puerto Rico,"Instituto de Permacultura de Puerto Rico, Inc. Barceloneta Puerto Rico",18.4547057,-66.5383891,1
665,PR-OGSIFLUC-2008012024-665,,,,,,"Instituto de Psicotraumatología de Puerto Rico, Inc.",Educación,San Juan,2014-05-21,Departamento de Hacienda,Puerto Rico,"Instituto de Psicotraumatología de Puerto Rico, Inc. San Juan Puerto Rico",18.3883591,-66.1063198,1
666,PR-OGSIFLUC-2008012024-666,,,,,,"Instituto del Notariado Puertorriqueño, Inc.",Educación,San Juan,2006-08-24,Departamento de Hacienda,Puerto Rico,"Instituto del Notariado Puertorriqueño, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
667,PR-OGSIFLUC-2008012024-667,,,,,,Instituto Folclórico Puertorriqueño (I.F.P.) Rafael Cepeda Atiles Inc.,Arte y Cultura,San Juan,2000-06-06,Departamento de Hacienda,Puerto Rico,Instituto Folclórico Puertorriqueño (I.F.P.) Rafael Cepeda Atiles Inc. San Juan Puerto Rico,18.4655394,-66.1057355,1
668,PR-OGSIFLUC-2008012024-668,,,,,,"Instituto Nacional Complementario para Excelencia Docencia, Inc.",Educación,San Juan,2002-08-01,Departamento de Hacienda,Puerto Rico,"Instituto Nacional Complementario para Excelencia Docencia, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
669,PR-OGSIFLUC-2008012024-669,,,,,,"Instituto Nueva Escuela, Inc.",Educación,San Juan,2008-09-22,"Departamento de Hacienda, IRS",Puerto Rico,"Instituto Nueva Escuela, Inc. San Juan Puerto Rico",18.398993,-66.052229,1
670,PR-OGSIFLUC-2008012024-670,,,,,,"Instituto para Ciegos Noel Silvestre  Rodríguez Cardona, Corp.",Educación,Humacao,2004-12-02,Departamento de Hacienda,Puerto Rico,"Instituto para Ciegos Noel Silvestre  Rodríguez Cardona, Corp. Humacao Puerto Rico",18.1496828,-65.8273847,1
671,PR-OGSIFLUC-2008012024-671,,,,,,"Instituto para el Desarrollo del Derecho, Inc.",Educación,San Juan,1980-03-25,Departamento de Hacienda,Puerto Rico,"Instituto para el Desarrollo del Derecho, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
672,PR-OGSIFLUC-2008012024-672,,,,,,"Instituto para el Desarrollo del Liderazgo y la Responsabilidad Social, Inc.",Educación,San Juan,2006-09-13,Departamento de Hacienda,Puerto Rico,"Instituto para el Desarrollo del Liderazgo y la Responsabilidad Social, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
673,PR-OGSIFLUC-2008012024-673,,,,,,"Instituto para el Desarrollo Humano, Inc.",Educación,San Juan,1978-07-19,Departamento de Hacienda,Puerto Rico,"Instituto para el Desarrollo Humano, Inc. San Juan Puerto Rico",18.4221638,-66.063238,1
674,PR-OGSIFLUC-2008012024-674,,,,,,Instituto para el Desarrollo Socioeconómico y de Vivienda de PR Inc.,Bienestar Social,Mayagüez,2005-04-12,Departamento de Hacienda,Puerto Rico,Instituto para el Desarrollo Socioeconómico y de Vivienda de PR Inc. Mayagüez Puerto Rico,18.1873637,-67.1423968,1
